Date,Revenue,year,month,weekday,quarter,day_of_month,Revenue_lag_1,Revenue_lag_7,Revenue_lag_14,Revenue_lag_28,Revenue_rolling_mean_7,Revenue_rolling_mean_28,Revenue_rolling_std_7,Revenue_rolling_std_28,sessions_lag_1,sessions_lag_7,page_views_lag_1,page_views_lag_7,bounce_rate_rolling_7,avg_session_duration_rolling_7,promo_line_share_lag_1,total_discount_amount_lag_1,total_orders_lag_1,cancelled_share_lag_1,delivered_share_lag_1,inventory_month_key,fill_rate_prev_month,stockout_share_prev_month,potential_revenue_lost_prev_month
30/5/15,14386454.27,2015,5,Saturday,2,30,7443400.33,5769728.11,6409003.84,8951414.69,8146014.839,7203167.555,2104259.516,1909642.184,34451,30173,172863,100559,0.004484286,184.8714286,0,0,302,0.092715232,0.798013245,2015-04,0.949119178,0.69667319,929939.2615
31/5/15,12847323.1,2015,5,Sunday,2,31,14386454.27,7759286.87,6593507.34,7902349.85,9376975.719,7397276.112,2865220.804,2324985.469,30967,27244,149751,90867,0.00452,195.3428571,0,0,581,0.091222031,0.810671256,2015-04,0.949119178,0.69667319,929939.2615
1/6/15,12707400.56,2015,6,Monday,2,1,12847323.1,6648911.62,7049312.68,4063632.19,10103838.04,7573882.299,3027238.386,2542415.376,27874,29094,109033,129228,0.004414286,212.0285714,0,0,526,0.087452471,0.817490494,2015-05,0.959084118,0.670588235,752200.7067
2/6/15,10370270.22,2015,6,Tuesday,2,2,12707400.56,7250067.07,8167385.27,4993358.48,10969336.46,7882588.313,2725907.865,2623874.864,29318,27670,98658,95316,0.004358571,202.2142857,0,0,485,0.096907216,0.8,2015-05,0.959084118,0.670588235,752200.7067
3/6/15,12915899.82,2015,6,Wednesday,2,3,10370270.22,11264269.11,10886447.11,5912157.02,11415079.76,8074620.875,2225554.164,2601251.773,30701,26401,126635,119105,0.004665714,211.9714286,0,0,448,0.098214286,0.799107143,2015-05,0.959084118,0.670588235,752200.7067
4/6/15,4389371.3,2015,6,Thursday,2,4,12915899.82,10886440.76,9585349.34,6417545.13,11651027.01,8324754.546,2293416.93,2719651.742,32446,27850,166997,89456,0.004614286,216.0428571,0,0,499,0.100200401,0.793587174,2015-05,0.959084118,0.670588235,752200.7067
5/6/15,4689415.18,2015,6,Friday,2,5,4389371.3,7443400.33,6849849.55,4654167.53,10722874.23,8252319.766,3598039.876,2798204.017,28794,34451,121730,172863,0.004762857,213.7142857,0,0,142,0.112676056,0.809859155,2015-05,0.959084118,0.670588235,752200.7067
6/6/15,4504545.31,2015,6,Saturday,2,6,4689415.18,14386454.27,5769728.11,4178643.57,10329447.78,8253578.611,4127944.084,2796532.771,28463,30967,144463,149751,0.004701429,225.7142857,0,0,158,0.075949367,0.797468354,2015-05,0.959084118,0.670588235,752200.7067
7/6/15,4737477.49,2015,6,Sunday,2,7,4504545.31,12847323.1,7759286.87,5135747.06,8917746.499,8265217.959,4198400.841,2779571.253,34892,27874,164211,109033,0.004807143,207.5571429,0,0,155,0.083870968,0.832258065,2015-05,0.959084118,0.670588235,752200.7067
8/6/15,5997977.12,2015,6,Monday,2,8,4737477.49,12707400.56,6648911.62,6740124.2,7759197.126,8250994.046,4049626.277,2797142.333,32243,29318,145312,98658,0.005065714,210.8857143,0,0,163,0.09202454,0.809815951,2015-05,0.959084118,0.670588235,752200.7067
9/6/15,7149148.38,2015,6,Tuesday,2,9,5997977.12,10370270.22,7250067.07,6877097.83,6800708.063,8224488.793,3429847.12,2815445.679,32199,30701,170674,126635,0.004962857,226.0714286,0,0,199,0.100502513,0.793969849,2015-05,0.959084118,0.670588235,752200.7067
10/6/15,7033422.25,2015,6,Wednesday,2,10,7149148.38,12915899.82,11264269.11,8472230.27,6340547.8,8234204.884,3068129.506,2811089.675,27727,32446,145314,166997,0.004897143,224.0857143,0,0,260,0.107692308,0.788461538,2015-05,0.959084118,0.670588235,752200.7067
11/6/15,5174085.58,2015,6,Thursday,2,11,7033422.25,4389371.3,10886440.76,8373161.73,5500193.861,8182818.883,1209818.83,2819714.771,31622,28794,125377,121730,0.004698571,209.2428571,0,0,245,0.097959184,0.791836735,2015-05,0.959084118,0.670588235,752200.7067
12/6/15,6351066.12,2015,6,Friday,2,12,5174085.58,4689415.18,7443400.33,6454103,5612295.901,8068566.164,1122973.833,2875967.535,32332,28463,159377,144463,0.004647143,213.8142857,0,0,177,0.129943503,0.734463277,2015-05,0.959084118,0.670588235,752200.7067
13/6/15,5087923.97,2015,6,Saturday,2,13,6351066.12,4504545.31,14386454.27,6409003.84,5849674.607,8064886.275,1069739.333,2878174.872,24605,34892,116966,164211,0.004681429,223.2285714,0,0,218,0.077981651,0.825688073,2015-05,0.959084118,0.670588235,752200.7067
14/6/15,7257781.25,2015,6,Sunday,2,14,5087923.97,4737477.49,12847323.1,6593507.34,5933014.416,8017704.851,965084.2779,2916892.522,31158,32243,166081,145312,0.004517143,236.1142857,0,0,205,0.053658537,0.863414634,2015-05,0.959084118,0.670588235,752200.7067
15/6/15,7185781.7,2015,6,Monday,2,15,7257781.25,5997977.12,12707400.56,7049312.68,6293057.81,8041428.919,913473.7622,2907566.499,29214,32199,150301,170674,0.00437,226.3142857,0,0,240,0.083333333,0.820833333,2015-05,0.959084118,0.670588235,752200.7067
16/6/15,7904688.49,2015,6,Tuesday,2,16,7185781.7,7149148.38,10370270.22,8167385.27,6462744.179,8046302.813,958726.1487,2905955.774,32287,27727,128566,145314,0.004337143,217.7285714,0,0,270,0.066666667,0.833333333,2015-05,0.959084118,0.670588235,752200.7067
17/6/15,8476249,2015,6,Wednesday,2,17,7904688.49,7033422.25,12915899.82,10886447.11,6570678.48,8036920.785,1083315.816,2905974.44,26776,31622,104352,125377,0.004142857,202,0,0,311,0.109324759,0.75562701,2015-05,0.959084118,0.670588235,752200.7067
18/6/15,6561476.72,2015,6,Thursday,2,18,8476249,5174085.58,4389371.3,9585349.34,6776796.587,7950842.281,1301352.722,2853667.58,35371,32332,155050,159377,0.004175714,217.5428571,0,0,300,0.14,0.75,2015-05,0.959084118,0.670588235,752200.7067
19/6/15,5300940.37,2015,6,Friday,2,19,6561476.72,6351066.12,4689415.18,6849849.55,6974995.321,7842846.83,1107836.807,2846729.524,30266,24605,104739,116966,0.004138571,230.8857143,0,0,220,0.086363636,0.813636364,2015-05,0.959084118,0.670588235,752200.7067
20/6/15,5709630.01,2015,6,Saturday,2,20,5300940.37,5087923.97,4504545.31,5769728.11,6824977.357,7787528.645,1266191.728,2881576.373,35795,31158,158232,166081,0.00415,238.4,0,0,206,0.067961165,0.805825243,2015-05,0.959084118,0.670588235,752200.7067
21/6/15,5755437.59,2015,6,Sunday,2,21,5709630.01,7257781.25,4737477.49,7759286.87,6913792.506,7785382.285,1139508.466,2883156.959,29012,29214,144998,150301,0.004068571,233.4142857,0,0,218,0.096330275,0.770642202,2015-05,0.959084118,0.670588235,752200.7067
22/6/15,8091120.75,2015,6,Monday,2,22,5755437.59,7185781.7,5997977.12,6648911.62,6699171.983,7713816.239,1203598.863,2908586.435,34568,32287,143948,128566,0.004112857,234.7571429,0,0,228,0.109649123,0.793859649,2015-05,0.959084118,0.670588235,752200.7067
23/6/15,8014615.36,2015,6,Tuesday,2,23,8091120.75,7904688.49,7149148.38,7250067.07,6828506.133,7765323.708,1308659.775,2901791.775,30368,26776,101421,104352,0.0041,217.2714286,0,0,269,0.100371747,0.791821561,2015-05,0.959084118,0.670588235,752200.7067
24/6/15,8106694.48,2015,6,Wednesday,2,24,8014615.36,8476249,7033422.25,11264269.11,6844209.971,7792629.004,1324292.44,2900360.509,34822,35371,161315,155050,0.004271429,220.2285714,0.217765043,266721.53,318,0.110062893,0.77672956,2015-05,0.959084118,0.670588235,752200.7067
25/6/15,6395417.81,2015,6,Thursday,2,25,8106694.48,6561476.72,5174085.58,10886440.76,6791416.469,7679858.481,1253881.205,2820669.28,27399,30266,103711,104739,0.004311429,229.8714286,0.305031447,402220.93,290,0.103448276,0.810344828,2015-05,0.959084118,0.670588235,752200.7067
26/6/15,5791488.27,2015,6,Friday,2,26,6395417.81,5300940.37,6351066.12,7443400.33,6767693.767,7519464.805,1260509.933,2758582.676,31624,35795,150529,158232,0.004398571,213.7714286,0.465648855,441781.07,247,0.101214575,0.805668016,2015-05,0.959084118,0.670588235,752200.7067
27/6/15,5907901.77,2015,6,Saturday,2,27,5791488.27,5709630.01,5087923.97,14386454.27,6837772.039,7460467.945,1176190.648,2777866.726,30769,29012,140394,144998,0.00455,205.8285714,0.715384615,694330.17,243,0.106995885,0.794238683,2015-05,0.959084118,0.670588235,752200.7067
28/6/15,7048110.81,2015,6,Sunday,2,28,5907901.77,5755437.59,7257781.25,12847323.1,6866096.576,7157662.499,1146508.102,2435999.293,29801,34568,145509,143948,0.00477,193.7857143,1,1063422.35,267,0.052434457,0.797752809,2015-05,0.959084118,0.670588235,752200.7067
29/6/15,10266326.47,2015,6,Monday,2,29,7048110.81,8091120.75,7185781.7,12707400.56,7050764.179,6950547.774,1036640.077,2165890.123,24381,30368,129189,101421,0.004728571,191.8285714,1,1268659.91,324,0.095679012,0.808641975,2015-05,0.959084118,0.670588235,752200.7067
30/6/15,10954727.42,2015,6,Tuesday,2,30,10266326.47,8014615.36,7904688.49,10370270.22,7361507.853,6863366.557,1582682.508,1965436.331,34732,34822,156417,161315,0.004784286,208.6285714,1,1847938.89,525,0.076190476,0.817142857,2015-05,0.959084118,0.670588235,752200.7067
1/7/15,9503954.04,2015,7,Wednesday,3,1,10954727.42,8106694.48,8476249,12915899.82,7781523.861,6884240.028,2092808.593,2006729.788,33102,27399,110641,103711,0.004865714,196.4142857,1,1971850.91,557,0.087971275,0.800718133,2015-06,0.962366734,0.661290323,642357.9479
2/7/15,8552727.69,2015,7,Thursday,3,2,9503954.04,6395417.81,6561476.72,4389371.3,7981132.37,6762384.822,2193217.262,1708304.967,20602,31624,79358,150529,0.004732857,198.6857143,1,1710711.71,458,0.076419214,0.816593886,2015-06,0.962366734,0.661290323,642357.9479
3/7/15,6047919.06,2015,7,Friday,3,3,8552727.69,5791488.27,5300940.37,4689415.18,8289319.496,6911076.121,2082009.732,1674971.949,27231,30769,124329,140394,0.00474,205.8428571,1,1539490.93,386,0.07253886,0.797927461,2015-06,0.962366734,0.661290323,642357.9479
4/7/15,1184319.43,2015,7,Saturday,3,4,6047919.06,5907901.77,5709630.01,4504545.31,8325952.466,6959594.117,2032400.404,1627229.965,24958,29801,128945,145509,0.004797143,203.4571429,1,1088625.42,274,0.069343066,0.813868613,2015-06,0.962366734,0.661290323,642357.9479
5/7/15,2966146.59,2015,7,Sunday,3,5,1184319.43,7048110.81,5755437.59,4737477.49,7651154.989,6841014.621,3335475.983,1909290.26,24138,24381,106014,129189,0.004568571,206.5285714,1,213177.48,42,0.047619048,0.880952381,2015-06,0.962366734,0.661290323,642357.9479
6/7/15,2490899.57,2015,7,Monday,3,6,2966146.59,10266326.47,8091120.75,5997977.12,7068017.243,6777752.804,3785007.578,2008345.433,26737,34732,85774,156417,0.004712857,205.4571429,1,533906.39,115,0.095652174,0.782608696,2015-06,0.962366734,0.661290323,642357.9479
7/7/15,4185006.32,2015,7,Tuesday,3,7,2490899.57,10954727.42,8014615.36,7149148.38,5957241.971,6652500.034,3830617.151,2162243.147,26606,33102,138752,110641,0.004835714,213.3857143,1,448361.98,122,0.139344262,0.754098361,2015-06,0.962366734,0.661290323,642357.9479
8/7/15,4333446.86,2015,7,Wednesday,3,8,4185006.32,9503954.04,8106694.48,7033422.25,4990138.957,6546637.818,3153323.836,2209081.019,26622,20602,87438,79358,0.004508571,231.8714286,1,753301.11,161,0.080745342,0.863354037,2015-06,0.962366734,0.661290323,642357.9479
9/7/15,6011409.46,2015,7,Thursday,3,9,4333446.86,8552727.69,6395417.81,5174085.58,4251495.074,6450210.125,2446026.086,2245670.355,22401,27231,112821,124329,0.004588571,233.9571429,1,780020.33,192,0.104166667,0.8125,2015-06,0.962366734,0.661290323,642357.9479
10/7/15,3936544.23,2015,7,Friday,3,10,6011409.46,6047919.06,5791488.27,6351066.12,3888449.613,6480114.549,1806116.657,2233590.091,22941,24958,76486,128945,0.004571429,230.1571429,1,1082053.72,227,0.092511013,0.81938326,2015-06,0.962366734,0.661290323,642357.9479
11/7/15,3965266.87,2015,7,Saturday,3,11,3936544.23,1184319.43,5907901.77,5087923.97,3586824.637,6393881.625,1542428.047,2284779.363,20649,24138,99177,106014,0.004324286,225.1,1,708577.88,164,0.109756098,0.792682927,2015-06,0.962366734,0.661290323,642357.9479
12/7/15,4444033.83,2015,7,Sunday,3,12,3965266.87,2966146.59,7048110.81,7257781.25,3984102.843,6353786.728,1121077.096,2318152.868,26986,26737,119096,85774,0.004614286,244.7142857,1,713747.99,168,0.05952381,0.839285714,2015-06,0.962366734,0.661290323,642357.9479
13/7/15,4008119.02,2015,7,Monday,3,13,4444033.83,2490899.57,10266326.47,7185781.7,4195229.591,6253295.749,1033131.42,2338412.545,23368,26606,87437,138752,0.004591429,255.4285714,1,799926.02,194,0.087628866,0.783505155,2015-06,0.962366734,0.661290323,642357.9479
14/7/15,4541662.42,2015,7,Tuesday,3,14,4008119.02,4185006.32,10954727.42,7904688.49,4411975.227,6139807.796,730933.4254,2368397.952,24986,26622,92624,87438,0.004305714,249.3714286,1,721461.42,188,0.090425532,0.79787234,2015-06,0.962366734,0.661290323,642357.9479
15/7/15,6195528.74,2015,7,Wednesday,3,15,4541662.42,4333446.86,9503954.04,8476249,4462926.099,6019699.722,724880.9072,2360843.206,25268,22401,122868,112821,0.004652857,256.9857143,1,817499.2,215,0.106976744,0.809302326,2015-06,0.962366734,0.661290323,642357.9479
16/7/15,5351713.45,2015,7,Thursday,3,16,6195528.74,6011409.46,8552727.69,6561476.72,4728937.796,5938245.427,969753.0147,2311782.897,28980,22941,141557,76486,0.004694286,254.6428571,1,1115195.17,269,0.137546468,0.717472119,2015-06,0.962366734,0.661290323,642357.9479
17/7/15,3953465.4,2015,7,Friday,3,17,5351713.45,3936544.23,6047919.06,5300940.37,4634695.509,5895039.596,848868.8691,2311008.423,25987,20649,134344,99177,0.004428571,258.6571429,1,963308.39,245,0.065306122,0.824489796,2015-06,0.962366734,0.661290323,642357.9479
18/7/15,4352743.94,2015,7,Saturday,3,18,3953465.4,3965266.87,1184319.43,5709630.01,4637112.819,5846915.49,846570.3841,2337713.576,23621,26986,123032,119096,0.00447,247.3714286,1,711623.75,178,0.078651685,0.820224719,2015-06,0.962366734,0.661290323,642357.9479
19/7/15,4734057.3,2015,7,Sunday,3,19,4352743.94,4444033.83,2966146.59,5755437.59,4692466.686,5798455.273,807065.5506,2354667.35,22256,23368,73505,87437,0.00418,243.1428571,1,783493.89,182,0.065934066,0.78021978,2015-06,0.962366734,0.661290323,642357.9479
20/7/15,4593431.52,2015,7,Monday,3,20,4734057.3,4008119.02,2490899.57,8091120.75,4733898.61,5761977.406,799596.0941,2363254.267,25777,24986,102382,92624,0.004121429,246.3714286,0.597156398,432318.15,200,0.1,0.79,2015-06,0.962366734,0.661290323,642357.9479
21/7/15,6205610.6,2015,7,Tuesday,3,21,4593431.52,4541662.42,4185006.32,8014615.36,4817514.681,5637059.933,739386.7888,2327754.266,21426,25268,83474,122868,0.004131429,229.6142857,0.37962963,299052.66,201,0.104477612,0.791044776,2015-06,0.962366734,0.661290323,642357.9479
22/7/15,7003315.42,2015,7,Wednesday,3,22,6205610.6,6195528.74,4333446.86,8106694.48,5055221.564,5572452.62,888382.5016,2284014.359,26411,28980,89690,141557,0.004111429,210.3,0.301158301,261489.02,240,0.091666667,0.825,2015-06,0.962366734,0.661290323,642357.9479
23/7/15,6241579.84,2015,7,Thursday,3,23,7003315.42,5351713.45,6011409.46,6395417.81,5170619.661,5533046.225,1090633.836,2247904.287,25454,25987,116758,134344,0.004237143,203.4142857,0.151408451,128021.11,262,0.129770992,0.77480916,2015-06,0.962366734,0.661290323,642357.9479
24/7/15,4815209.73,2015,7,Friday,3,24,6241579.84,3953465.4,3936544.23,5791488.27,5297743.431,5527552.012,1164612.279,2245905.569,25169,23621,112460,123032,0.004414286,190.2142857,0,0,241,0.041493776,0.838174274,2015-06,0.962366734,0.661290323,642357.9479
25/7/15,4869837.46,2015,7,Saturday,3,25,4815209.73,4352743.94,3965266.87,5907901.77,5420849.764,5492684.921,1037432.706,2249232.038,27430,22256,98020,73505,0.004387143,194.4285714,0,0,183,0.103825137,0.781420765,2015-06,0.962366734,0.661290323,642357.9479
26/7/15,5323996.74,2015,7,Sunday,3,26,4869837.46,4734057.3,4444033.83,7048110.81,5494720.267,5455611.196,964552.2511,2250689.257,26582,25777,92409,102382,0.004567143,190.9714286,0,0,173,0.069364162,0.843930636,2015-06,0.962366734,0.661290323,642357.9479
27/7/15,5603376.79,2015,7,Monday,3,27,5323996.74,4593431.52,4008119.02,10266326.47,5578997.33,5394035.694,911316.4727,2228987.161,25938,21426,133086,83474,0.004672857,194.1285714,0,0,191,0.062827225,0.87434555,2015-06,0.962366734,0.661290323,642357.9479
28/7/15,6826651.55,2015,7,Tuesday,3,28,5603376.79,6205610.6,4541662.42,10954727.42,5723275.226,5227501.776,802758.5662,2015444.337,24503,26411,94009,89690,0.00483,218.0142857,0,0,207,0.115942029,0.787439614,2015-06,0.962366734,0.661290323,642357.9479
29/7/15,9470985.24,2015,7,Wednesday,3,29,6826651.55,7003315.42,6195528.74,9503954.04,5811995.361,5080070.495,894075.0301,1708605.535,24684,25454,103037,116758,0.004501429,224.4285714,0,0,281,0.071174377,0.84341637,2015-06,0.962366734,0.661290323,642357.9479
30/7/15,10296776.67,2015,7,Thursday,3,30,9470985.24,6241579.84,5351713.45,8552727.69,6164519.621,5078893.038,1627639.954,1705452.427,23935,25169,101797,112460,0.004392857,205.1285714,0,0,367,0.103542234,0.776566757,2015-06,0.962366734,0.661290323,642357.9479
31/7/15,8227312.7,2015,7,Friday,3,31,10296776.67,4815209.73,3953465.4,6047919.06,6743833.454,5141180.502,2258895.355,1861714.517,28283,27430,112059,98020,0.004222857,216.0714286,0.192678227,25600,471,0.101910828,0.777070064,2015-06,0.962366734,0.661290323,642357.9479
1/8/15,7969399.16,2015,8,Saturday,3,1,8227312.7,4869837.46,4352743.94,1184319.43,7231276.736,5219015.989,2138284.51,1944735.424,27777,26582,142543,92409,0.004465714,216.6857143,0.240700219,23700,419,0.08353222,0.797136038,2015-07,0.964236032,0.66194332,607799.2982
2/8/15,5808782.79,2015,8,Sunday,3,2,7969399.16,5323996.74,4734057.3,2966146.59,7674071.264,5461340.265,1872143.343,1843462.223,25416,25938,107939,133086,0.004247143,226.8285714,0.321428571,34300,403,0.094292804,0.833746898,2015-07,0.964236032,0.66194332,607799.2982
3/8/15,4720575.96,2015,8,Monday,3,3,5808782.79,5603376.79,4593431.52,2490899.57,7743326.414,5562862.986,1777282.62,1778072.852,25347,24503,89162,94009,0.003927143,199.0857143,0.475452196,39600,357,0.086834734,0.81232493,2015-07,0.964236032,0.66194332,607799.2982
4/8/15,2658117.34,2015,8,Tuesday,3,4,4720575.96,6826651.55,6205610.6,4185006.32,7617212.01,5642494.286,1974787.039,1682773.273,28461,24684,110496,103037,0.003932857,179.2714286,0.63322884,50150,298,0.093959732,0.808724832,2015-07,0.964236032,0.66194332,607799.2982
5/8/15,2978173.12,2015,8,Wednesday,3,5,2658117.34,9470985.24,7003315.42,4333446.86,7021707.123,5587962.537,2735079.362,1754946.129,26191,23935,119413,101797,0.004144286,184.0714286,0.61025641,26200,181,0.082872928,0.806629834,2015-07,0.964236032,0.66194332,607799.2982
6/8/15,2558707.18,2015,8,Thursday,3,6,2978173.12,10296776.67,6241579.84,6011409.46,6094162.534,5539559.903,2863936.274,1808694.66,29226,28283,95035,112059,0.004131429,210.3428571,0.603960396,27600,180,0.077777778,0.805555556,2015-07,0.964236032,0.66194332,607799.2982
7/8/15,1981109.04,2015,8,Friday,3,7,2558707.18,8227312.7,4815209.73,3936544.23,4988724.036,5416249.108,2432293.327,1891151.399,24693,27777,96182,142543,0.004164286,196.9142857,0.656050955,24450,148,0.094594595,0.763513514,2015-07,0.964236032,0.66194332,607799.2982
8/8/15,1709563.14,2015,8,Saturday,3,8,1981109.04,7969399.16,4869837.46,3965266.87,4096409.227,5346412.136,2178685.244,1981753.308,26800,25416,117374,107939,0.004067143,214.2571429,0.593495935,16350,115,0.113043478,0.739130435,2015-07,0.964236032,0.66194332,607799.2982
9/8/15,2122689.02,2015,8,Sunday,3,9,1709563.14,5808782.79,5323996.74,4444033.83,3202146.939,5265851.289,1504386.049,2083228.741,26294,25347,138084,89162,0.004117143,200.5142857,0.550847458,14600,106,0.113207547,0.839622642,2015-07,0.964236032,0.66194332,607799.2982
10/8/15,2341717.61,2015,8,Monday,3,10,2122689.02,4720575.96,5603376.79,4008119.02,2675562.114,5182946.117,1000724.92,2161852.491,23894,28461,78998,110496,0.00429,210.7714286,0.651515152,20500,122,0.12295082,0.786885246,2015-07,0.964236032,0.66194332,607799.2982
11/8/15,2434219.28,2015,8,Tuesday,3,11,2341717.61,2658117.34,6826651.55,4541662.42,2335725.207,5123431.781,433906.452,2217610.937,28341,26191,125275,119413,0.004272857,228.6428571,0.619354839,21100,144,0.104166667,0.826388889,2015-07,0.964236032,0.66194332,607799.2982
12/8/15,3555473.95,2015,8,Wednesday,3,12,2434219.28,2978173.12,9470985.24,6195528.74,2303739.77,5048165.955,413974.9937,2273155.28,25098,29226,83606,95035,0.00407,218.9714286,0.607954545,23850,164,0.140243902,0.780487805,2015-07,0.964236032,0.66194332,607799.2982
13/8/15,2921138.79,2015,8,Thursday,3,13,3555473.95,2558707.18,10296776.67,5351713.45,2386211.317,4953878.284,590567.3816,2278548.161,27210,24693,143071,96182,0.004212857,221.4285714,0.585106383,35550,260,0.107692308,0.773076923,2015-07,0.964236032,0.66194332,607799.2982
14/8/15,2842163.51,2015,8,Friday,3,14,2921138.79,1981109.04,8227312.7,3953465.4,2437987.261,4867072.046,623196.9102,2308926.915,23810,26800,125846,117374,0.004451429,238.0428571,0.538095238,24300,191,0.136125654,0.753926702,2015-07,0.964236032,0.66194332,607799.2982
15/8/15,2655077.08,2015,8,Saturday,3,15,2842163.51,1709563.14,7969399.16,4352743.94,2560995.043,4827382.693,602626.2888,2334621.431,27482,26294,94726,138084,0.004341429,218.2857143,0.614035088,25300,160,0.0875,0.825,2015-07,0.964236032,0.66194332,607799.2982
16/8/15,2851597.29,2015,8,Sunday,3,16,2655077.08,2122689.02,5808782.79,4734057.3,2696068.463,4766751.733,471725.9103,2369193.046,24803,23894,101731,78998,0.004622857,231.3,0.604395604,25900,169,0.094674556,0.792899408,2015-07,0.964236032,0.66194332,607799.2982
17/8/15,2804909.03,2015,8,Monday,3,17,2851597.29,2341717.61,4720575.96,4593431.52,2800198.216,4699521.019,398889.3329,2396704.776,30678,28341,114864,125275,0.004452857,243.6285714,0.621212121,26100,186,0.102150538,0.795698925,2015-07,0.964236032,0.66194332,607799.2982
18/8/15,3797369.86,2015,8,Tuesday,3,18,2804909.03,2434219.28,2658117.34,6205610.6,2866368.419,4635645.215,344926.189,2423322.546,25286,25098,127955,83606,0.004335714,238.1428571,0.518134715,22500,177,0.118644068,0.757062147,2015-07,0.964236032,0.66194332,607799.2982
19/8/15,3996506.07,2015,8,Wednesday,3,19,3797369.86,3555473.95,2978173.12,7003315.42,3061104.216,4549636.618,433666.7396,2408227.205,26259,27210,139980,143071,0.004671429,239.6714286,0.57480315,33800,234,0.072649573,0.833333333,2015-07,0.964236032,0.66194332,607799.2982
20/8/15,3542649.14,2015,8,Thursday,3,20,3996506.07,2921138.79,2558707.18,6241579.84,3124108.804,4442250.569,537151.3123,2361344.545,28515,23810,102526,125846,0.004588571,231.1571429,0.545762712,34450,269,0.066914498,0.821561338,2015-07,0.964236032,0.66194332,607799.2982
21/8/15,2826694.43,2015,8,Friday,3,21,3542649.14,2842163.51,1981109.04,4815209.73,3212895.997,4345860.187,549239.8111,2340165.739,26047,27482,94210,94726,0.00444,232.9285714,0.608870968,34750,231,0.103896104,0.722943723,2015-07,0.964236032,0.66194332,607799.2982
22/8/15,2330134.4,2015,8,Saturday,3,22,2826694.43,2655077.08,1709563.14,4869837.46,3210686.129,4274841.784,551008.3347,2355517.542,27624,24803,104074,101731,0.004538571,228.0571429,0.56684492,25900,172,0.11627907,0.76744186,2015-07,0.964236032,0.66194332,607799.2982
23/8/15,2980880.01,2015,8,Sunday,3,23,2330134.4,2851597.29,2122689.02,5323996.74,3164265.746,4184138.103,615527.8328,2380522.854,28267,30678,105913,114864,0.004282857,227.0714286,0.586826347,22650,150,0.12,0.793333333,2015-07,0.964236032,0.66194332,607799.2982
24/8/15,2905862.72,2015,8,Monday,3,24,2980880.01,2804909.03,2341717.61,5603376.79,3182734.706,4100455.363,606455.2917,2380153.111,26494,25286,102152,127955,0.004305714,217.8285714,0.563063063,28300,201,0.089552239,0.810945274,2015-07,0.964236032,0.66194332,607799.2982
25/8/15,3470416.25,2015,8,Tuesday,3,25,2905862.72,3797369.86,2434219.28,6826651.55,3197156.661,4004115.574,597101.0566,2371644.837,26670,26259,98635,139980,0.004385714,211.6,0.636363636,29250,199,0.085427136,0.788944724,2015-07,0.964236032,0.66194332,607799.2982
26/8/15,4027164.09,2015,8,Wednesday,3,26,3470416.25,3996506.07,3555473.95,9470985.24,3150449.003,3884250.028,553522.3139,2307658.007,29244,28515,123604,102526,0.004294286,225.8,0.562992126,31900,227,0.092511013,0.832599119,2015-07,0.964236032,0.66194332,607799.2982
27/8/15,3564052.29,2015,8,Thursday,3,27,4027164.09,3542649.14,2921138.79,10296776.67,3154828.72,3689827.844,561397.6935,2032450.832,24536,26047,127640,94210,0.004411429,217.1285714,0.604166667,39450,267,0.06741573,0.827715356,2015-07,0.964236032,0.66194332,607799.2982
28/8/15,8506950.72,2015,8,Friday,3,28,3564052.29,2826694.43,2842163.51,8227312.7,3157886.313,3449373.402,563914.5963,1566764.248,26269,27624,91099,104074,0.004467143,198.3142857,0.577358491,35550,245,0.110204082,0.767346939,2015-07,0.964236032,0.66194332,607799.2982
29/8/15,7794439.44,2015,8,Saturday,3,29,8506950.72,2330134.4,2655077.08,7969399.16,3969351.497,3459360.474,2073703.201,1598909.898,26954,28267,144057,105913,0.004465714,226.6571429,0.53147877,80000,599,0.111853088,0.766277129,2015-07,0.964236032,0.66194332,607799.2982
30/8/15,7344062.69,2015,8,Sunday,3,30,7794439.44,2980880.01,2851597.29,5808782.79,4749966.503,3453111.913,2362209.995,1580871.943,28818,26494,158022,102152,0.004452857,225.3142857,0.508885299,71400,541,0.105360444,0.787430684,2015-07,0.964236032,0.66194332,607799.2982
31/8/15,7854391.23,2015,8,Monday,3,31,7344062.69,2905862.72,2804909.03,4720575.96,5373278.314,3507943.338,2393054.57,1688560.046,27508,26670,109859,98635,0.004544286,236.2428571,0.530434783,127706.91,512,0.091796875,0.806640625,2015-07,0.964236032,0.66194332,607799.2982
1/9/15,6760812.85,2015,9,Tuesday,3,1,7854391.23,3470416.25,3797369.86,2658117.34,6080210.959,3619865.311,2270453.93,1866406.077,27293,29244,139809,123604,0.00465,238.4714286,0.554030875,167534.07,509,0.088408644,0.827111984,2015-08,0.959046124,0.651162791,845248.5395
2/9/15,2200298.26,2015,9,Wednesday,3,2,6760812.85,4027164.09,3996506.07,2978173.12,6550267.616,3766390.151,1959391.232,1947393.128,17480,24536,57096,127640,0.004462857,236.9,0.525490196,170648.74,446,0.098654709,0.807174888,2015-08,0.959046124,0.651162791,845248.5395
